,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,lat,long
183,455000.0,5,2.5,2240,7770,1,0,0,3,1340,900,1978,0,12633 NE 133rd Pl,Kirkland,WA 98034,USA,47.7199456122449,-122.17142651020409
184,610000.0,4,3.0,2450,10117,1,0,0,5,1580,870,1967,0,15607 SE 42nd Ct,Bellevue,WA 98006,USA,47.569602282357096,-122.13117314135505
185,563000.0,4,3.0,3100,15480,2,0,0,3,2400,700,1996,0,7422 NE 163rd St,Kenmore,WA 98028,USA,47.746392817750696,-122.2415648637975
186,612500.0,4,2.0,2060,5000,1,0,0,3,1030,1030,1949,1,1708 NW 96th St,Seattle,WA 98117,USA,47.699066,-122.37884199999999
187,218000.0,3,1.75,1850,7684,1,0,0,3,1320,530,1979,1,33945 28th Pl SW,Federal Way,WA 98023,USA,47.29723266138037,-122.36993159919164
188,404000.0,4,1.75,1840,10720,1,0,0,3,960,880,1958,1,16020 SE 2nd St,Bellevue,WA 98008,USA,47.60740986441136,-122.1239500162798
189,860000.0,4,2.0,3740,32417,2,0,0,3,3740,0,2000,0,24507 NE 77th Pl,Redmond,WA 98053,USA,47.6727695,-122.01197066939866
190,136500.0,3,1.5,1420,8580,1,0,0,3,1420,0,1962,1,32827 22nd Ave SW,Federal Way,WA 98023,USA,47.30788448979592,-122.361813
191,313950.0,3,1.0,1510,6083,1,0,0,4,860,650,1940,1,415 NE 94th St,Seattle,WA 98115,USA,47.69670555319149,-122.32410138297872
192,575000.0,3,1.75,2130,6500,1,0,2,3,1170,960,1954,1,2214 W Halladay St,Seattle,WA 98199,USA,47.64223471717172,-122.38619444444444
194,280000.0,3,1.75,1630,11800,1,0,0,4,1630,0,1971,0,12525 458th Ave SE,North Bend,WA 98045,USA,47.486257673913045,-121.73017604347827
195,515000.0,3,2.5,1790,7167,2,0,0,3,1790,0,1989,0,920 221st Ave NE,Sammamish,WA 98074,USA,45.37054884630517,-93.24736954199007
196,513000.0,4,2.5,2000,5684,2,0,0,3,2000,0,1996,0,9041 NE 160th Pl,Kenmore,WA 98028,USA,47.744249499999995,-122.21995285268486
197,599000.0,4,2.25,2260,29930,2,0,0,4,1400,860,1977,0,16022 SE 43rd St,Bellevue,WA 98006,USA,47.56872337775427,-122.12607803130017
198,685000.0,4,2.5,3030,7864,2,0,0,3,3030,0,1999,0,24201 SE 1st Pl,Sammamish,WA 98074,USA,47.607601,-122.016859
199,365000.0,3,1.5,1310,8160,1,0,0,3,1310,0,1950,1,13714 Ashworth Ave N,Seattle,WA 98133,USA,47.728894628318585,-122.33950905309734
200,762300.0,4,2.5,3880,14550,2,0,0,3,3880,0,1987,1,22344 NE 31st St,Sammamish,WA 98074,USA,47.637518551829054,-122.04035392858762
202,562000.0,5,2.25,3040,8111,2,0,0,3,3040,0,1984,0,17649 NE 129th Pl,Redmond,WA 98052,USA,47.715892808932,-122.10334617733007
203,530000.0,5,2.5,2910,9636,1,0,0,4,1690,1220,1964,0,3250 165th Ave SE,Bellevue,WA 98008,USA,47.58091844470738,-122.11912752177409
204,525000.0,3,2.5,2970,11985,1,0,0,3,1770,1200,1995,0,21603 NE 29th St,Sammamish,WA 98074,USA,47.63614076413852,-122.05195710884368
205,484000.0,2,1.75,1660,6000,1,0,0,3,1160,500,1942,1,4711 University View Pl NE,Seattle,WA 98105,USA,47.662501285714285,-122.29111114285715
206,725126.0,4,2.5,3200,12369,2,0,0,3,3200,0,1998,1,14707 SE 84th St,Newcastle,WA 98059,USA,35.38210970972184,-97.26838273104948
207,360000.0,4,2.0,2680,18768,1,0,0,5,2680,0,1965,0,31607-31633 44th Ave S,Auburn,WA 98001,USA,47.3185401,-122.27931045
208,387000.0,3,1.0,1230,9568,1,0,0,5,1230,0,1962,0,12116 SE 71st Pl,Newcastle,WA 98056,USA,47.538975040816325,-122.17959216326531
209,483500.0,4,2.5,2740,45732,2,0,0,3,2740,0,1995,0,15418 216th Ave NE,Woodinville,WA 98077,USA,47.73953009090909,-122.04899363636365
210,655500.0,4,3.5,3380,8330,2,0,0,3,3380,0,2000,0,1703 NW 200th Ln,Shoreline,WA 98177,USA,47.77416985714286,-122.37986612244899
211,345000.0,3,1.0,1110,6250,1,0,0,3,1110,0,1956,1,3230 NE 95th St,Seattle,WA 98115,USA,47.69755818791946,-122.29284943624161
212,533000.0,5,2.75,1800,3780,1,0,0,3,1400,400,1926,1,7434 Winona Ave N,Seattle,WA 98103,USA,47.68302142857143,-122.34369081632653
213,385000.0,3,1.75,1900,5520,1,0,0,3,1280,620,1982,0,5215 32nd Ave S,Seattle,WA 98118,USA,47.55485935,-122.29187396094638
214,675000.0,2,1.0,930,36478,1,0,2,3,930,0,1951,1,4206 SE Newport Way,Bellevue,WA 98006,USA,47.5712127,-122.1583292
215,197000.0,3,1.75,1690,7735,1,0,0,4,1060,630,1976,1,30020 43rd Pl S,Auburn,WA 98001,USA,47.33240705,-122.27991614712843
216,485000.0,3,2.0,1420,4080,1,0,0,3,1420,0,1905,1,720 N 80th St,Seattle,WA 98103,USA,47.687021202020205,-122.34948805050504
218,295000.0,3,2.25,1980,8000,1,0,0,4,1560,420,1974,0,31966 36th Ave SW,Federal Way,WA 98023,USA,47.31487568170438,-122.37842340416846
219,499000.0,2,1.75,1170,2400,1,0,0,4,740,430,1903,0,2112 N 50th St,Seattle,WA 98103,USA,39.990563800000004,-75.2249534
220,1050000.0,3,2.5,2200,1970,2,0,0,3,1610,590,2008,0,2516 Yale Ave E,Seattle,WA 98102,USA,47.64258,-122.3268591
221,191000.0,3,1.5,800,8850,1,0,0,4,800,0,1959,0,1003 SW 307th St,Federal Way,WA 98023,USA,47.32675204580846,-122.34800126081606
222,500000.0,3,2.5,1480,1171,3,0,0,3,1480,0,2006,0,135 25th Ave E,Seattle,WA 98112,USA,47.6199526,-122.30013764989627
223,390000.0,5,3.75,2890,5000,1,0,0,3,1310,1580,2006,0,3665 Renton Ave S,Seattle,WA 98144,USA,47.570943623762375,-122.29643444554455
224,979000.0,3,2.5,2690,4047,3,0,0,3,2690,0,2014,0,7000 23rd Ave NW,Seattle,WA 98117,USA,47.679634,-122.385247
225,580000.0,4,3.25,3569,8327,2,0,0,3,3569,0,2013,1,710 S 23rd St,Renton,WA 98055,USA,39.944053999999994,-75.1807112897226
226,369950.0,3,2.0,1270,1320,3,0,0,3,1270,0,2006,0,8846 Midvale Ave N,Seattle,WA 98103,USA,47.6937541,-122.3419864
228,776000.0,4,2.5,3040,6425,2,0,0,3,3040,0,2008,0,16775 NE 86th Ct,Redmond,WA 98052,USA,47.6787995,-122.11691364999999
229,519950.0,3,2.25,1170,1249,3,0,0,3,1170,0,2014,0,1749 NW 60th St,Seattle,WA 98107,USA,47.6722816442953,-122.37952724832215
230,255000.0,5,2.25,2060,8632,1,0,0,3,1030,1030,1962,1,105 SW 129th St,Burien,WA 98146,USA,47.48779738382238,-122.33515245783781
231,495000.0,3,1.0,990,6000,1,0,0,3,990,0,1943,1,5628 NE 59th St,Seattle,WA 98105,USA,47.671646612692776,-122.26794233561762
232,510000.0,4,2.5,2430,5203,2,0,0,3,2430,0,2003,0,1028 NE 153rd Ct,Shoreline,WA 98155,USA,47.74057476968272,-122.3178309592635
233,1150000.0,4,4.0,4460,103382,2,0,0,3,4460,0,2001,0,25823 NE 30th Ct,Redmond,WA 98053,USA,47.6348088497658,-121.99671817751482
234,253000.0,3,1.75,1250,10122,1,0,0,3,1250,0,1994,0,25502 Kanasket Dr,Black Diamond,WA 98010,USA,47.327566782223535,-122.0013814485684
235,503000.0,3,2.75,1540,6760,1,0,0,5,1210,330,1980,0,9626 NE 129th Pl,Kirkland,WA 98034,USA,47.716239,-122.21156621703813
236,275000.0,3,2.5,1600,7000,2,0,0,4,1600,0,1993,0,21326 SE 277th Pl,Maple Valley,WA 98038,USA,47.35342155,-122.05712384442529
237,249000.0,3,1.0,1110,8423,1,0,0,3,1110,0,1952,1,14613 6th Ave SW,Burien,WA 98166,USA,47.47201621212121,-122.34195042424243
238,310000.0,3,1.75,1840,10723,1,0,0,4,1220,620,1974,0,19313 140th Pl SE,Renton,WA 98058,USA,47.42897255,-122.15408
239,750000.0,3,2.75,2520,5401,1,0,0,4,1360,1160,1946,1,2806 13th Ave W,Seattle,WA 98119,USA,47.64508871085021,-122.37274803757086
240,630000.0,3,2.5,2680,327135,2,0,0,3,2680,0,1995,0,25339 SE 248th St,Ravensdale,WA 98051,USA,47.378336000000004,-122.00343649999999
242,758000.0,4,2.75,2410,9549,1,0,0,4,1780,630,1956,0,10627 NE 45th St,Kirkland,WA 98033,USA,45.65452223694754,-122.56358968274647
243,248500.0,4,1.75,1720,10018,1,0,0,5,1720,0,1960,0,16635 SE 268th St,Covington,WA 98042,USA,47.36161873469388,-122.11915951020408
244,310000.0,3,1.75,2070,37904,1,0,0,4,1420,650,1973,0,19654 116th Ave SE,Kent,WA 98031,USA,47.425113,-122.186407
245,460000.0,3,2.0,1760,9055,2,0,0,4,1760,0,1985,0,5003 159th Ct NE,Redmond,WA 98052,USA,47.7088422,-122.1258533
246,675000.0,3,1.75,1680,10500,1,0,0,4,1680,0,1959,0,4 128th Ave SE,Bellevue,WA 98005,USA,47.609848612244896,-122.16928095918367
247,526000.0,2,2.0,1550,2400,1,0,0,4,1550,0,1900,1,3845 Whitman Ave N,Seattle,WA 98103,USA,47.65342202040816,-122.34608634693878
248,560000.0,3,3.0,4120,60392,2,0,2,3,3180,940,1994,0,32223 NE 88th St,Carnation,WA 98014,USA,47.68015894983329,-121.90943811042392
249,415000.0,4,3.0,1830,9548,2,0,0,3,1830,0,1991,0,15204 88th Ave NE,Bothell,WA 98028,USA,47.73790195051618,-122.22397804482118
250,246000.0,3,1.0,1400,7410,1,0,0,3,1400,0,1944,0,624 SW 137th St,Burien,WA 98166,USA,47.47972486219636,-122.34246870288824
251,314500.0,3,1.75,1870,12381,1,0,0,4,1870,0,1957,1,29645 10th Pl S,Federal Way,WA 98003,USA,47.336665692140784,-122.32071879493752
253,420000.0,2,1.5,1040,3500,1,0,0,4,1040,0,1904,0,1713 22nd Ave S,Seattle,WA 98144,USA,47.58822246938776,-122.30398902040817
254,535000.0,3,1.75,2720,149410,1,0,0,3,2720,0,1988,1,33331 NE Lake Joy Rd,Carnation,WA 98014,USA,47.70919961148846,-121.89296474676402
255,350000.0,3,1.0,1010,9360,1,0,0,3,1010,0,1981,1,9703 130th Ave NE,Kirkland,WA 98033,USA,47.68743178571428,-122.16759228571428
256,515000.0,3,1.75,1580,9147,1,0,1,4,1210,370,1967,0,234 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,USA,47.60796984263086,-122.11224831765676
257,749950.0,4,2.75,2600,6050,2,0,0,5,1960,640,1949,0,4140 53rd Ave SW,Seattle,WA 98116,USA,47.566382516778525,-122.40004995302013
258,230000.0,3,2.5,1920,9180,2,0,0,3,1920,0,1988,1,206 Oakesdale Ave SW,Renton,WA 98057,USA,47.481514714946435,-122.2318408823463
259,568000.0,3,2.0,2350,5080,1,0,0,3,1780,570,1929,0,5531 Seward Park Ave S,Seattle,WA 98118,USA,47.55245821212121,-122.26332278787878
260,250000.0,1,1.0,1100,4373,1,0,0,2,820,280,1947,0,232 SW 154th St,Burien,WA 98166,USA,47.465152606060606,-122.3370935858586
261,581000.0,4,2.0,2510,13695,1,0,0,4,1280,1230,1961,1,11105 126th Ave NE,Kirkland,WA 98033,USA,47.700520096031546,-122.17375984744885
262,651000.0,3,2.5,3240,108366,2,0,0,4,3240,0,1991,0,18611 SE 307th Ln,Kent,WA 98042,USA,47.3270336,-122.0935680765381
263,600000.0,3,2.5,2460,108900,1,0,0,4,1860,600,1977,0,25525 SE 133rd St,Issaquah,WA 98027,USA,47.482393,-121.99985005982055
264,500000.0,2,1.0,1010,3885,1,0,0,4,1010,0,1906,1,331 22nd Ave E,Seattle,WA 98112,USA,47.62174251515151,-122.30371521212122
265,475000.0,2,1.0,820,2723,1,0,0,3,820,0,1921,1,4602 Woodlawn Ave N,Seattle,WA 98103,USA,47.662259081632655,-122.33902791836735
266,352000.0,5,2.5,2420,8560,1,0,2,3,1620,800,1978,0,3723 S Chicago St,Seattle,WA 98118,USA,47.53221412244898,-122.28562797959184
267,420000.0,3,2.25,1770,8165,2,0,0,3,1770,0,1977,1,12921 79th Pl NE,Kirkland,WA 98034,USA,47.71623280123556,-122.23576250444748
268,428000.0,2,2.0,1350,3900,1,0,0,3,1350,0,2003,0,232nd Way,Redmond,WA 98053,USA,47.7096479,-122.0301623
269,599000.0,3,1.75,1960,4788,1,0,0,4,1090,870,1920,0,6253-6299 15th Ave NE,Seattle,WA 98115,USA,0.0,0.0
270,492000.0,4,2.5,3305,16164,1,0,0,5,2245,1060,1922,1,1718 N 175th St,Shoreline,WA 98133,USA,47.75606527272727,-122.33850836363636
271,630000.0,2,2.25,2550,5663,1,0,0,3,1720,830,2011,0,1225 N 41st Pl,Renton,WA 98056,USA,47.53038325,-122.20176232180484
272,900000.0,5,3.75,4130,226076,2,0,0,3,3170,960,1985,0,12809-12907 206th Ave NE,Woodinville,WA 98077,USA,0.0,0.0
273,1110000.0,4,1.5,2310,13300,1,0,0,3,1890,420,1950,1,9724 NE 14th St,Clyde Hill,WA 98004,USA,45.631945,-122.57308373469387
274,575000.0,4,2.0,1650,5000,1,0,0,3,1650,0,1955,1,6708 14th Ave NW,Seattle,WA 98117,USA,47.678147300000006,-122.37368659967723
275,705000.0,4,2.5,2650,4316,1,0,0,3,1520,1130,1905,1,1902 45th Ave SW,Seattle,WA 98116,USA,47.586674383838385,-122.38891841414141
276,940000.0,4,2.25,1890,5940,1,0,1,3,1470,420,1963,1,1234 22nd Ave E,Seattle,WA 98112,USA,47.63088552348994,-122.30339917449663
277,313000.0,3,1.75,2190,8000,1,0,0,4,2190,0,1967,0,32631 39th Ave SW,Federal Way,WA 98023,USA,47.309903795918366,-122.38036089795919
278,618080.0,3,2.5,2030,6500,2,0,0,3,2030,0,1988,1,4421-4564 186th Ave SE,Issaquah,WA 98027,USA,0.0,0.0
279,640000.0,3,3.0,2270,5175,2,0,0,3,2130,140,2002,0,1200 N 27th Pl,Renton,WA 98056,USA,47.51632384413613,-122.20402754450186
280,485000.0,3,2.0,1610,4160,1,0,0,4,1010,600,1917,0,4313 SW Willow St,Seattle,WA 98136,USA,47.54220132653061,-122.38772369387755
281,300000.0,2,1.0,760,3001,1,0,0,3,760,0,1913,1,1761 17th Ave S,Seattle,WA 98144,USA,47.587365223972085,-122.31068677528236
282,379500.0,2,1.0,1640,17335,1,0,0,3,840,800,1978,0,3301-3389 289th Ave NE,Redmond,WA 98053,USA,0.0,0.0
283,339950.0,3,2.25,1630,12295,2,0,0,4,1630,0,1985,0,19501 135th Ave SE,Renton,WA 98058,USA,47.427864400000004,-122.16057231874552
286,500000.0,3,2.5,1940,37565,1,0,0,4,1940,0,1987,0,20821 SE 135th St,Issaquah,WA 98027,USA,47.480074349999995,-122.06339439467828
287,239900.0,3,2.0,1410,7566,1,0,0,3,1410,0,1985,0,11907 SE 261st Pl,Kent,WA 98030,USA,47.36749628571428,-122.18234916326531
288,314950.0,3,1.0,1040,16986,1,0,0,4,1040,0,1968,0,18227 SE 135th St,Renton,WA 98059,USA,47.48139584357871,-122.09780962450468
289,361280.0,2,1.0,820,6400,1,0,0,4,820,0,1944,0,5902 37th Ave SW,Seattle,WA 98126,USA,47.55002708163265,-122.37890863265305
290,100000.0,2,1.0,910,22000,1,0,0,3,910,0,1956,1,138 Seattle Blvd S,Algona,WA 98001,USA,47.27784307818421,-122.25248232356965
291,540000.0,7,5.75,3700,7647,2,0,1,3,3700,0,1948,1,15007-15299 37th Ave NE,Lake Forest Park,WA 98155,USA,0.0,0.0
292,480500.0,4,2.5,2180,11200,1,0,0,4,2180,0,1968,0,18911 NE 165th Pl,Woodinville,WA 98072,USA,47.747850978723406,-122.08562293617021
293,280000.0,3,2.5,1600,4271,2,0,0,3,1600,0,2000,0,5146 S 303rd Pl,Auburn,WA 98001,USA,47.33017666854804,-122.26908665836612
294,440000.0,3,1.75,1500,6180,1,0,0,4,1060,440,1947,1,3827 39th Ave S,Seattle,WA 98118,USA,47.569436606060606,-122.28407167676768
295,530000.0,3,1.0,1340,4284,1,0,0,3,1080,260,1910,1,4703-4707 4th Ave NE,Seattle,WA 98105,USA,0.0,0.0
296,560000.0,3,2.0,1860,13374,1,0,0,3,1860,0,1985,0,1010 NW Inneswood Dr,Issaquah,WA 98027,USA,47.53936399501182,-122.0540599338409
297,775000.0,3,2.0,2540,7200,1,0,3,4,1600,940,1905,0,517 32nd Ave S,Seattle,WA 98144,USA,47.5972328,-122.2916003
298,160000.0,2,1.0,1040,13100,1,0,0,5,1040,0,1912,0,733 1st Ave N,Kent,WA 98032,USA,47.38730257142857,-122.23354808163266
299,209950.0,3,1.5,1380,11130,1,0,0,3,1380,0,1960,1,32016 8th Ave S,Federal Way,WA 98003,USA,47.31471783761541,-122.32341832299576
300,226500.0,3,1.75,1640,10762,1,0,0,3,1130,510,1988,1,27000-27080 201st Ave SE,Covington,WA 98042,USA,0.0,0.0
301,380000.0,5,1.75,3000,6000,1,0,0,5,1500,1500,1958,0,8514 S 124th St,Seattle,WA 98178,USA,47.49201,-122.22505165
302,409500.0,4,2.75,2140,13000,1,0,0,3,1320,820,1968,1,19302 65th Pl NE,Kenmore,WA 98028,USA,47.76942759059375,-122.2525714602717
303,690000.0,3,2.0,1760,6428,1,0,0,4,980,780,1942,1,2145 Condon Way W,Seattle,WA 98199,USA,47.63762201020408,-122.3954207244898
304,405000.0,3,2.25,1660,8307,1,0,0,4,1660,0,1961,1,605 N 178th St,Shoreline,WA 98133,USA,47.75763820408163,-122.35208163265305
305,375000.0,3,2.5,1830,13042,2,0,0,3,1830,0,1990,1,25408 Lake Wilderness Country Club Dr SE,Maple Valley,WA 98038,USA,47.37382355,-122.04186865223072
306,794154.0,4,2.0,2210,8556,1,0,1,4,1210,1000,1954,1,3235 30th Ave W,Seattle,WA 98199,USA,47.64904442643823,-122.39581783051689
307,185000.0,4,1.0,1490,6600,1,0,0,3,1490,0,1969,1,13248 Occidental Ave S,Burien,WA 98168,USA,47.48435749748744,-122.332396
308,245000.0,3,1.5,1260,1270,2,0,0,3,1040,220,2005,0,11304 Corliss Ave N,Seattle,WA 98133,USA,47.7110657,-122.3310471
310,1040000.0,4,3.5,3900,8391,2,0,0,3,3900,0,2006,0,10908 101st Pl NE,Kirkland,WA 98033,USA,47.69821478282828,-122.20554362626262
311,425000.0,2,2.5,1150,1027,3,0,0,3,1150,0,2008,0,3631 Greenwood Ave N,Seattle,WA 98103,USA,47.65345,-122.3558616
312,495000.0,4,2.75,2656,21195,2,0,0,3,2656,0,2014,0,31898 50th Pl S,Auburn,WA 98001,USA,47.315987,-122.271957
313,365000.0,5,2.75,2410,5003,1,0,0,3,1410,1000,2008,0,7956 46th Ave S,Seattle,WA 98118,USA,47.53111786934674,-122.274353
314,417250.0,3,2.25,1606,1452,3,0,0,3,1606,0,2009,0,12303 Sand Point Way NE,Seattle,WA 98125,USA,47.71746303453261,-122.28409496677045
315,339950.0,2,1.0,820,681,3,0,0,3,820,0,2006,0,513 N 46th St,Seattle,WA 98103,USA,47.6619663,-122.3520546
316,615000.0,2,1.0,1540,6872,1,0,0,4,820,720,1946,1,2814 13th Ave W,Seattle,WA 98119,USA,47.645135328006425,-122.37279909259296
317,403000.0,3,2.75,2090,8354,2,0,0,3,2090,0,2012,1,27930 NE 147th Pl,Duvall,WA 98019,USA,47.733803557896096,-121.96659321550628
318,980000.0,5,2.5,3160,11470,1,0,0,4,1780,1380,1971,0,7401 92nd Pl SE,Mercer Island,WA 98040,USA,47.53647595847666,-122.21620498827464
319,258000.0,4,1.75,1730,8320,1,0,0,3,1230,500,1977,1,30633 21st Ave SW,Federal Way,WA 98023,USA,47.32732794318182,-122.360765
320,533000.0,3,1.0,1670,4080,1,0,0,3,1170,500,1967,1,544 NE 84th St,Seattle,WA 98115,USA,47.68975722818792,-122.32246312080537
321,537500.0,4,2.5,2550,4630,2,0,0,3,2550,0,2005,0,1825 251st Pl SE,Sammamish,WA 98075,USA,47.5716138,-122.006324
322,830000.0,5,3.0,3040,9601,1,0,0,5,1970,1070,1968,0,5200-5298 90th Ave SE,Mercer Island,WA 98040,USA,0.0,0.0
323,712000.0,3,1.0,1250,4620,1,0,0,4,1150,100,1900,1,3612 Interlake Ave N,Seattle,WA 98103,USA,47.6510148,-122.3410214
324,262000.0,4,2.5,2020,6236,2,0,0,3,2020,0,2002,0,434 Pullman Ave,Algona,WA 98001,USA,43.196271980392154,-77.64134568627452
325,753888.0,4,2.5,2660,5500,2,0,2,3,2660,0,2003,0,1669 28th Ave NE,Issaquah,WA 98029,USA,47.54436627549522,-121.99536798124093
326,134000.0,2,1.5,980,5000,2,0,0,3,980,0,1922,1,235 Thelma St,Skykomish,WA 98288,USA,30.401708,-88.89946907035176
327,402000.0,3,2.5,1960,8000,1,0,0,4,1290,670,1977,0,12207 NE 139th Pl,Kirkland,WA 98034,USA,47.72496440816327,-122.17671187755103
328,205000.0,2,1.0,720,5040,1,0,0,3,720,0,1955,1,8448 Delridge Way SW,Seattle,WA 98106,USA,47.527784727272724,-122.36034118181819
329,553650.0,2,2.5,1360,1349,2,0,0,3,1050,310,1997,0,624 Lake Washington Blvd E,Seattle,WA 98112,USA,47.6254005,-122.2919482
330,559950.0,2,2.0,1870,4950,1,0,0,3,1870,0,2006,0,23733 NE Salal Pl,Redmond,WA 98053,USA,47.71952642438643,-122.0223231902499
331,260000.0,4,1.5,2130,8800,1,0,0,3,1100,1030,1962,1,24345 35th Pl S,Kent,WA 98032,USA,47.383099650000005,-122.2878010099171
332,270000.0,4,2.5,1810,6509,2,0,0,3,1810,0,1994,0,14816 SE 278th St,Kent,WA 98042,USA,47.35271459183674,-122.14330036734694
333,295000.0,2,1.75,2200,89298,1,0,0,3,1100,1100,1973,1,27469-27501 SE 154th Pl,Issaquah,WA 98027,USA,0.0,0.0
334,719000.0,3,2.5,1690,4500,1,0,1,4,1690,0,1928,0,4022 SW Walker St,Seattle,WA 98116,USA,47.584063224489796,-122.38238951020408
335,266000.0,3,2.5,1940,8547,1,0,0,3,1460,480,1989,0,28123 123rd Pl SE,Kent,WA 98030,USA,47.34914113827767,-122.17697280984108
336,325900.0,4,2.5,2320,6270,2,0,0,3,2320,0,2004,1,15020 SE 281st St,Kent,WA 98042,USA,47.3499323939394,-122.14001626262626
337,647500.0,4,1.75,2060,26036,1,0,0,4,1160,900,1947,1,17622 12th Ave SW,Normandy Park,WA 98166,USA,47.44435196384995,-122.35102980116058
338,1039000.0,4,1.0,3410,5000,2,0,0,5,2190,1220,1910,0,2509 33rd Ave S,Seattle,WA 98144,USA,44.95713806122449,-93.22387006122449
339,569000.0,4,2.25,2250,41688,2,0,0,3,2250,0,1980,0,7304 217th Pl NE,Redmond,WA 98053,USA,47.669505650000005,-122.04969564999999
340,246000.0,3,1.75,1390,7399,1,0,0,4,1390,0,1975,0,11921 SE 205th St,Kent,WA 98031,USA,47.418372795918366,-122.18163153061225
341,515000.0,2,1.0,1060,4960,1,0,0,3,1060,0,1926,1,8230 Corliss Ave N,Seattle,WA 98103,USA,47.68892359731544,-122.33092061073825
342,207000.0,3,1.0,1490,8995,1,0,0,4,1490,0,1954,1,12612 23rd Ave S,Seattle,WA 98168,USA,47.490240212121215,-122.30331503030303
343,780000.0,4,1.75,2480,9195,1,0,0,3,1390,1090,1950,1,3002 109th Ave SE,Bellevue,WA 98004,USA,47.58390185541629,-122.19509675832995
344,489990.0,5,2.25,2440,20828,1,0,0,4,2440,0,1975,0,13711 SE 251 Pl,Kent,WA 98042,USA,47.420825199999996,-122.15789105035842
345,335000.0,3,1.5,2240,87625,1,0,0,2,1480,760,1980,0,18748 SE 330th St,Auburn,WA 98092,USA,47.30579023392349,-122.09754110065383
346,295000.0,3,2.5,1920,7229,2,0,0,3,1920,0,1993,0,1914 S 375th St,Federal Way,WA 98003,USA,47.26583869852101,-122.31042287835544
347,385000.0,3,1.75,1890,9920,1,0,0,3,1230,660,1944,0,14317 22nd Ave NE,Seattle,WA 98125,USA,47.7327617,-122.30616142727271
348,350000.0,4,1.75,2250,13515,1,0,0,4,2150,100,1940,1,468 Scenic Way,Kent,WA 98030,USA,37.08213499927688,-122.0912138619423
349,235000.0,2,1.0,1270,3008,1,0,0,4,650,620,1923,0,4305 S Webster St,Seattle,WA 98118,USA,47.5350627,-122.2789835
350,358000.0,2,1.5,960,1808,2,0,0,3,960,0,1993,0,1816 26th Ave,Seattle,WA 98122,USA,47.61793318367347,-122.29841491836734
351,716500.0,4,2.5,3290,6465,2,0,0,3,3290,0,2002,0,1031 272nd Pl SE,Sammamish,WA 98075,USA,47.598412528516576,-121.97575718963199
352,228000.0,4,1.75,2000,6120,1,0,0,3,1100,900,1965,1,5933 S Eastwood Dr,Seattle,WA 98178,USA,47.5035836969697,-122.25901125252526
353,405000.0,2,1.0,1020,8155,1,0,0,4,1020,0,1948,0,13221 3rd Ave NW,Seattle,WA 98177,USA,47.725446097560976,-122.36106763414634
354,538000.0,4,1.75,1840,9600,1,0,0,3,1220,620,1967,1,5524 161st Pl NE,Redmond,WA 98052,USA,47.657520909090906,-122.12525475757576
355,530000.0,3,1.75,1980,6760,1,0,0,4,1980,0,1973,0,3220 170th Ave NE,Bellevue,WA 98008,USA,47.639397803411235,-122.1127669765187
357,636000.0,2,1.75,1230,3600,1,0,0,5,1230,0,1925,0,2561 3rd Ave W,Seattle,WA 98119,USA,47.64235179166667,-122.36103275
358,535000.0,4,2.5,2280,65836,2,0,0,3,2280,0,2004,1,13812 196th Ave NE,Woodinville,WA 98077,USA,47.72555046701235,-122.07672893446272
360,868500.0,3,2.5,2920,3942,3,0,0,3,2920,0,2008,0,1012 N 42nd Pl,Renton,WA 98056,USA,46.6146202202247,-120.56366060194355
361,530000.0,4,2.75,2280,2850,1,0,0,4,1540,740,1930,0,8013 20th Ave NE,Seattle,WA 98115,USA,47.09438503244814,-94.18110051334892
362,450000.0,3,2.0,1510,43560,1,0,0,3,1510,0,1954,1,13611 Bear Creek Rd NE,Woodinville,WA 98077,USA,47.72209473046358,-122.07832010115581
363,230000.0,3,1.75,950,6000,1,0,0,3,790,160,1939,1,1237 S Sullivan St,Seattle,WA 98108,USA,47.527215727272726,-122.31700072727273
364,229000.0,3,2.5,1190,3000,2,0,0,3,1190,0,2002,0,12227 47th Ave S,Tukwila,WA 98178,USA,47.49389284848485,-122.27503922222222
365,437000.0,3,1.75,1310,9282,1,0,0,4,1310,0,1976,1,17128 NE 92nd St,Redmond,WA 98052,USA,47.6843551,-122.11106669994001
367,595000.0,3,2.5,1750,3354,2,0,0,4,1750,0,1991,0,10621 NE 107th Pl,Kirkland,WA 98033,USA,47.69527063535107,-122.1997075742772
368,660000.0,3,1.75,1320,5750,1,0,0,5,1320,0,1918,0,2121 46th Ave SW,Seattle,WA 98116,USA,47.58507971428571,-122.39059657142856
369,347500.0,4,2.5,2460,7350,2,0,0,3,2460,0,1989,0,32817 10th Pl SW,Federal Way,WA 98023,USA,47.306065849999996,-122.348818075
370,297950.0,3,2.0,1240,10800,1,0,0,3,1240,0,1967,1,17109 139th Pl SE,Renton,WA 98058,USA,47.44903600000001,-122.1552165
371,245000.0,3,1.5,1260,7964,1,0,0,4,1260,0,1955,1,168 S 192nd Pl,Des Moines,WA 98148,USA,47.430605423845776,-122.33415569894667
372,543200.0,6,2.25,2820,15600,1,0,2,5,1970,850,1940,0,15451 22nd Ave SW,Burien,WA 98166,USA,47.46448802020202,-122.36199917171717
